OG0000009	BLGH_00165-mRNA-1, BLGH_00478-mRNA-1, BLGH_00479-mRNA-1, BLGH_00482-mRNA-1, BLGH_00499-mRNA-1, BLGH_00559-mRNA-1, BLGH_00560-mRNA-1, BLGH_01726-mRNA-1, BLGH_01780-mRNA-1, BLGH_01784-mRNA-1, BLGH_01786-mRNA-1, BLGH_01788-mRNA-1, BLGH_01793-mRNA-1, BLGH_01862-mRNA-1, BLGH_01863-mRNA-1, BLGH_01991-mRNA-1, BLGH_02420-mRNA-1, BLGH_02624-mRNA-1, BLGH_02625-mRNA-1, BLGH_02728-mRNA-1, BLGH_03439-mRNA-1, BLGH_04147-mRNA-1, BLGH_04252-mRNA-1, BLGH_04488-mRNA-1, BLGH_05023-mRNA-1, BLGH_05028-mRNA-1, BLGH_05642-mRNA-1, BLGH_05657-mRNA-1, BLGH_05658-mRNA-1, BLGH_05659-mRNA-1, BLGH_05660-mRNA-1, BLGH_05661-mRNA-1, BLGH_05683-mRNA-1, BLGH_05684-mRNA-1, BLGH_05688-mRNA-1, BLGH_05691-mRNA-1, BLGH_05695-mRNA-1, BLGH_06037-mRNA-1, BLGH_06103-mRNA-1, BLGH_06257-mRNA-1, BLGH_06259-mRNA-1, BLGH_06752-mRNA-1, BLGH_06753-mRNA-1, BLGH_06881-mRNA-1, BLGH_06882-mRNA-1, BLGH_06924-mRNA-1, BLGH_07016-mRNA-1, BLGH_07026-mRNA-1, BLGH_07027-mRNA-1, BLGH_07028-mRNA-1, BLGH_07029-mRNA-1, BLGH_07055-mRNA-1, BLGH_07056-mRNA-1, BLGH_07080-mRNA-1					
OG0000010		Bcin03p00580.1, Bcin08p01750.1		FOXG_17108P0		EDN91067, EDN91095, EDN91104, EDN93336, EDN93337, EDN93435, EDN93452, EDN93454, EDN93455, EDN93456, EDN93481, EDN93660, EDN93730, EDN94242, EDN94243, EDN95318, EDN95905, EDN95910, EDN95916, EDN95917, EDN96572, EDN97511, EDN97513, EDN97547, EDN97563, EDN97573, EDN98235, EDN99460, EDN99564, EDN99976, EDO00505, EDO00506, EDO01038, EDO01039, EDO01644, EDO01645, EDO02169, EDO02170, EDO02171, EDO02441, EDO03007, EDO03067, EDO03068, EDO03782, EDO04665, EDO04691, EDO04692, EDO04694
OG0000011	BLGH_01089-mRNA-1, BLGH_01984-mRNA-1, BLGH_02036-mRNA-1, BLGH_02037-mRNA-1, BLGH_02053-mRNA-1, BLGH_02054-mRNA-1, BLGH_02055-mRNA-1, BLGH_02056-mRNA-1, BLGH_02307-mRNA-1, BLGH_02628-mRNA-1, BLGH_02692-mRNA-1, BLGH_02693-mRNA-1, BLGH_02694-mRNA-1, BLGH_02695-mRNA-1, BLGH_02705-mRNA-1, BLGH_02706-mRNA-1, BLGH_02707-mRNA-1, BLGH_02708-mRNA-1, BLGH_02709-mRNA-1, BLGH_02710-mRNA-1, BLGH_02711-mRNA-1, BLGH_02714-mRNA-1, BLGH_02715-mRNA-1, BLGH_02716-mRNA-1, BLGH_02717-mRNA-1, BLGH_02718-mRNA-1, BLGH_02719-mRNA-1, BLGH_02720-mRNA-1, BLGH_02721-mRNA-1, BLGH_02722-mRNA-1, BLGH_02723-mRNA-1, BLGH_02724-mRNA-1, BLGH_02725-mRNA-1, BLGH_02727-mRNA-1, BLGH_02729-mRNA-1, BLGH_02730-mRNA-1, BLGH_02731-mRNA-1, BLGH_02732-mRNA-1, BLGH_02733-mRNA-1, BLGH_02736-mRNA-1, BLGH_02737-mRNA-1, BLGH_02738-mRNA-1, BLGH_02741-mRNA-1, BLGH_02742-mRNA-1, BLGH_02743-mRNA-1, BLGH_02744-mRNA-1, BLGH_02748-mRNA-1, BLGH_02750-mRNA-1, BLGH_06152-mRNA-1, BLGH_06734-mRNA-1					
OG0000012	BLGH_00183-mRNA-1, BLGH_00816-mRNA-1, BLGH_02520-mRNA-1, BLGH_02521-mRNA-1, BLGH_03714-mRNA-1, BLGH_03928-mRNA-1, BLGH_04280-mRNA-1, BLGH_04824-mRNA-1, BLGH_05029-mRNA-1, BLGH_05040-mRNA-1, BLGH_05150-mRNA-1, BLGH_05408-mRNA-1, BLGH_05410-mRNA-1, BLGH_05411-mRNA-1, BLGH_05429-mRNA-1, BLGH_05430-mRNA-1, BLGH_05431-mRNA-1, BLGH_05432-mRNA-1, BLGH_05547-mRNA-1, BLGH_05548-mRNA-1, BLGH_05568-mRNA-1, BLGH_05569-mRNA-1, BLGH_05571-mRNA-1, BLGH_05885-mRNA-1, BLGH_05886-mRNA-1, BLGH_05887-mRNA-1, BLGH_05888-mRNA-1, BLGH_05891-mRNA-1, BLGH_05895-mRNA-1, BLGH_05896-mRNA-1, BLGH_05898-mRNA-1, BLGH_05899-mRNA-1, BLGH_05900-mRNA-1, BLGH_05913-mRNA-1, BLGH_06004-mRNA-1, BLGH_06309-mRNA-1, BLGH_06317-mRNA-1, BLGH_06324-mRNA-1, BLGH_06325-mRNA-1, BLGH_06499-mRNA-1, BLGH_06512-mRNA-1, BLGH_06588-mRNA-1, BLGH_06589-mRNA-1, BLGH_06594-mRNA-1, BLGH_06595-mRNA-1, BLGH_06596-mRNA-1, BLGH_06597-mRNA-1, BLGH_06598-mRNA-1, BLGH_06614-mRNA-1					
OG0000013	BLGH_01843-mRNA-1, BLGH_01957-mRNA-1, BLGH_01961-mRNA-1, BLGH_01970-mRNA-1, BLGH_01974-mRNA-1, BLGH_01976-mRNA-1, BLGH_01979-mRNA-1, BLGH_01988-mRNA-1, BLGH_01989-mRNA-1, BLGH_01992-mRNA-1, BLGH_01996-mRNA-1, BLGH_01997-mRNA-1, BLGH_02963-mRNA-1, BLGH_03475-mRNA-1, BLGH_03489-mRNA-1, BLGH_04415-mRNA-1, BLGH_05764-mRNA-1, BLGH_05914-mRNA-1, BLGH_07051-mRNA-1, BLGH_07062-mRNA-1, BLGH_07069-mRNA-1	Bcin01p09530.1	CVK83236	FOXG_00233P0, FOXG_06464P0, FOXG_06800P0, FOXG_06850P0, FOXG_06864P0, FOXG_06878P0, FOXG_07109P0, FOXG_07359P0, FOXG_14685P0, FOXG_14921P0, FOXG_16132P0, FOXG_16146P0, FOXG_16162P0, FOXG_16218P0, FOXG_16233P0, FOXG_16246P0, FOXG_16383P0	RKF61625, RKF62289, RKF65270, RKF65272, RKF71236, RKF77999, RKF84042	
OG0000014			CVK85883, CVK86135, CVK86362, CVK92444, CVK93037, CVK94315, CVK95164, CVK97649, CVK97651, CVK98103, CVL00774, CVL02274, CVL02546, CVL02834, CVL04733, CVL05121, CVL05279, CVL05358, CVL06217, CVL06834, CVL07719, CVL08143, CVL08810, CVL09055	FOXG_03958P0, FOXG_05746P0, FOXG_09149P0, FOXG_10799P0, FOXG_10883P0, FOXG_11092P0, FOXG_11387P0, FOXG_11649P0, FOXG_11874P0, FOXG_12941P0, FOXG_13036P0, FOXG_13228P0, FOXG_13365P0, FOXG_13464P0, FOXG_13466P0, FOXG_14287P0, FOXG_14643P0, FOXG_15331P0, FOXG_16818P0, FOXG_16841P0		
OG0000015						EDN90888, EDN91073, EDN91074, EDN93310, EDN93357, EDN93358, EDN93367, EDN94230, EDN94280, EDN94559, EDN95080, EDN95829, EDN95830, EDN95986, EDN95987, EDN96249, EDN96647, EDN96649, EDN97085, EDN97116, EDN97512, EDN97552, EDN97658, EDN98637, EDN98971, EDN98972, EDN99229, EDN99230, EDN99470, EDN99471, EDN99970, EDO00198, EDO00349, EDO00380, EDO00500, EDO00636, EDO00854, EDO01246, EDO01303, EDO02442, EDO02774, EDO04592, EDO04990
OG0000016		Bcin02p00500.1, Bcin02p00500.2, Bcin04p00900.1	CVK85104, CVK85613, CVK85711, CVK92446, CVK92455, CVK94206, CVK94749, CVK94886, CVK96182, CVK97670, CVK98123, CVK98682, CVK99187, CVL00692, CVL02054, CVL02202, CVL03350, CVL03544, CVL04713, CVL06124, CVL06133, CVL06772, CVL06807, CVL06935, CVL07261, CVL07284	FOXG_08853P0, FOXG_09101P0, FOXG_10851P0, FOXG_14261P0, FOXG_14584P0, FOXG_14886P0, FOXG_14930P0, FOXG_15368P0, FOXG_15735P0, FOXG_16489P0		EDN96577
OG0000017			CVL09014, CVL09016	FOXG_03947P0, FOXG_03948P0, FOXG_04036P0, FOXG_05616P0, FOXG_05783P0, FOXG_05786P0, FOXG_07027P0, FOXG_10736P0, FOXG_12537P0, FOXG_12538P0, FOXG_12587P0, FOXG_12588P0, FOXG_14001P0, FOXG_14002P0, FOXG_14222P0, FOXG_14229P0, FOXG_14236P0, FOXG_14245P0, FOXG_15708P0, FOXG_15945P0, FOXG_16413P0, FOXG_16419P0, FOXG_16423P0, FOXG_16442P0, FOXG_17085P0, FOXG_17086P0, FOXG_17094P0, FOXG_17101P0, FOXG_17110P0, FOXG_17195P0, FOXG_17273P0, FOXG_17286P0, FOXG_17316P0, FOXG_17324P0, FOXG_17427P0, FOXG_17638P0, FOXG_17696P0, FOXG_17697P0		
OG0000018	BLGH_00956-mRNA-1, BLGH_00957-mRNA-1, BLGH_00958-mRNA-1, BLGH_01014-mRNA-1, BLGH_01015-mRNA-1, BLGH_02335-mRNA-1, BLGH_02518-mRNA-1, BLGH_02934-mRNA-1, BLGH_02944-mRNA-1, BLGH_03050-mRNA-1, BLGH_03105-mRNA-1, BLGH_03106-mRNA-1, BLGH_03107-mRNA-1, BLGH_03108-mRNA-1, BLGH_03109-mRNA-1, BLGH_03110-mRNA-1, BLGH_03111-mRNA-1, BLGH_03112-mRNA-1, BLGH_03113-mRNA-1, BLGH_03114-mRNA-1, BLGH_03115-mRNA-1, BLGH_03117-mRNA-1, BLGH_03123-mRNA-1, BLGH_03133-mRNA-1, BLGH_03135-mRNA-1, BLGH_03142-mRNA-1, BLGH_03144-mRNA-1, BLGH_04236-mRNA-1, BLGH_04767-mRNA-1, BLGH_05216-mRNA-1, BLGH_06245-mRNA-1, BLGH_06258-mRNA-1, BLGH_06260-mRNA-1, BLGH_06261-mRNA-1, BLGH_06262-mRNA-1, BLGH_06510-mRNA-1, BLGH_06679-mRNA-1, BLGH_07098-mRNA-1, BLGH_07118-mRNA-1					
OG0000019		Bcin04p01980.1, Bcin06p07040.1, Bcin10p03850.1, Bcin11g05720.1, Bcin11p02470.1, Bcin11p04980.1, Bcin13p00340.1, Bcin13p03180.1, Bcin13p03960.1	CVK86192, CVK87434, CVK87775, CVK91974, CVK91975, CVK95470, CVK95805, CVK96695, CVK96915, CVK97599, CVK98085, CVK98725, CVK98890, CVL02562, CVL03637, CVL04104, CVL04905, CVL04936, CVL05138, CVL06151, CVL06858, CVL08008, CVL08514	FOXG_04014P0, FOXG_04855P0, FOXG_07150P0, FOXG_09696P0, FOXG_12018P0, FOXG_16871P0		EDO00182
